lon,lat,degree,mesh_code_2d
142.5625,42.9583,9°50′,644234
142.4375,42.9583,9°50′,644233
142.3125,42.9583,9°50′,644232
142.1875,42.9583,9°50′,644231
142.0625,42.9583,9°50′,644230
142.9375,42.875,9°30′,644227
142.8125,42.875,9°40′,644226
142.6875,42.875,9°40′,644225
142.5625,42.875,9°40′,644224
142.4375,42.875,9°40′,644223
142.3125,42.875,9°40′,644222
142.1875,42.875,9°40′,644221
142.0625,42.875,9°40′,644220
142.9375,42.7917,9°30′,644217
142.8125,42.7917,9°30′,644216
142.6875,42.7917,9°30′,644215
142.5625,42.7917,9°30′,644214
142.4375,42.7917,9°20′,644213
142.3125,42.7917,9°20′,644212
142.1875,42.7917,9°30′,644211
142.0625,42.7917,9°40′,644210
142.9375,42.7083,9°30′,644207
142.8125,42.7083,9°30′,644206
142.6875,42.7083,9°30′,644205
142.5625,42.7083,9°20′,644204
142.4375,42.7083,9°20′,644203
142.3125,42.7083,9°20′,644202
142.1875,42.7083,9°20′,644201
142.0625,42.7083,9°40′,644200
141.9375,43.2917,9°30′,644177
141.8125,43.2917,9°30′,644176
141.6875,43.2917,9°40′,644175
141.5625,43.2917,9°40′,644174
141.4375,43.2917,9°50′,644173
141.3125,43.2917,10° 0′,644172
141.9375,43.2083,9°40′,644167
141.8125,43.2083,9°40′,644166
141.6875,43.2083,9°30′,644165
141.5625,43.2083,9°30′,644164
141.4375,43.2083,9°50′,644163
141.3125,43.2083,10° 0′,644162
141.1875,43.2083,10°10′,644161
141.0625,43.2083,10°10′,644160
141.9375,43.125,9°50′,644157
141.8125,43.125,9°40′,644156
141.6875,43.125,9°30′,644155
141.5625,43.125,9°30′,644154
141.4375,43.125,9°40′,644153
141.3125,43.125,10° 0′,644152
141.1875,43.125,10°10′,644151
141.0625,43.125,10°10′,644150
141.9375,43.0417,9°50′,644147
141.8125,43.0417,9°40′,644146
141.6875,43.0417,9°30′,644145
141.5625,43.0417,9°20′,644144
141.4375,43.0417,9°30′,644143
141.3125,43.0417,9°40′,644142
141.1875,43.0417,10°10′,644141
141.0625,43.0417,10° 0′,644140
141.9375,42.9583,9°50′,644137
141.8125,42.9583,9°30′,644136
141.6875,42.9583,9°20′,644135
141.5625,42.9583,9°20′,644134
141.4375,42.9583,9°20′,644133
141.3125,42.9583,9°30′,644132
141.1875,42.9583,10° 0′,644131
141.0625,42.9583,10° 0′,644130
141.9375,42.875,9°40′,644127
141.8125,42.875,9°30′,644126
141.6875,42.875,9°20′,644125
141.5625,42.875,9°20′,644124
141.4375,42.875,9°10′,644123
141.3125,42.875,9°20′,644122
141.1875,42.875,9°40′,644121
141.0625,42.875,10° 0′,644120
141.9375,42.7917,9°50′,644117
141.8125,42.7917,9°40′,644116
141.6875,42.7917,9°20′,644115
141.5625,42.7917,9°10′,644114
141.4375,42.7917,9°10′,644113
141.3125,42.7917,9°10′,644112
141.1875,42.7917,9°30′,644111
141.0625,42.7917,9°50′,644110
141.9375,42.7083,10° 0′,644107
141.8125,42.7083,9°50′,644106
141.6875,42.7083,9°30′,644105
141.5625,42.7083,9°10′,644104
141.4375,42.7083,9° 0′,644103
141.3125,42.7083,9°10′,644102
141.1875,42.7083,9°20′,644101
141.0625,42.7083,9°40′,644100
140.6875,43.2917,10° 0′,644075
140.5625,43.2917,10° 0′,644074
140.4375,43.2917,10° 0′,644073
140.3125,43.2917,9°50′,644072
140.9375,43.2083,10° 0′,644067
140.8125,43.2083,9°50′,644066
140.6875,43.2083,10° 0′,644065
140.5625,43.2083,10° 0′,644064
140.4375,43.2083,10° 0′,644063
140.3125,43.2083,10° 0′,644062
140.9375,43.125,9°50′,644057
140.8125,43.125,9°50′,644056
140.6875,43.125,10° 0′,644055
140.5625,43.125,10°10′,644054
140.4375,43.125,10°10′,644053
140.9375,43.0417,9°50′,644047
140.8125,43.0417,9°40′,644046
140.6875,43.0417,10° 0′,644045
140.5625,43.0417,10°20′,644044
140.4375,43.0417,10°30′,644043
140.9375,42.9583,9°50′,644037
140.8125,42.9583,9°50′,644036
140.6875,42.9583,10° 0′,644035
140.5625,42.9583,10°30′,644034
140.4375,42.9583,10°30′,644033
140.9375,42.875,10° 0′,644027
140.8125,42.875,10° 0′,644026
140.6875,42.875,10°10′,644025
140.5625,42.875,10°30′,644024
140.4375,42.875,10°20′,644023
140.3125,42.875,10°10′,644022
140.9375,42.7917,10° 0′,644017
140.8125,42.7917,10° 0′,644016
140.6875,42.7917,10°10′,644015
140.5625,42.7917,10°10′,644014
140.4375,42.7917,10° 0′,644013
140.3125,42.7917,9°50′,644012
140.1875,42.7917,9°50′,644011
140.9375,42.7083,9°50′,644007
140.8125,42.7083,9°50′,644006
140.6875,42.7083,9°30′,644005
140.5625,42.7083,9°20′,644004
140.4375,42.7083,9°10′,644003
140.3125,42.7083,9°20′,644002
140.1875,42.7083,9°40′,644001
140.0625,42.7083,9°50′,644000
139.9375,42.7083,10° 0′,643907
139.8125,42.7083,10° 0′,643906
143.6875,42.625,8°50′,634375
143.5625,42.625,8°50′,634374
143.4375,42.625,9° 0′,634373
143.3125,42.625,9°10′,634372
143.1875,42.625,9°10′,634371
143.0625,42.625,9°20′,634370
143.5625,42.5417,9° 0′,634364
143.4375,42.5417,9° 0′,634363
143.3125,42.5417,9° 0′,634362
143.1875,42.5417,9° 0′,634361
143.0625,42.5417,9°10′,634360
143.4375,42.4583,9° 0′,634353
143.3125,42.4583,9° 0′,634352
143.1875,42.4583,9°10′,634351
143.0625,42.4583,9°10′,634350
143.4375,42.375,9° 0′,634343
143.3125,42.375,9°10′,634342
143.1875,42.375,9°10′,634341
143.0625,42.375,9°20′,634340
143.3125,42.2917,9°10′,634332
143.1875,42.2917,9°10′,634331
143.0625,42.2917,9°20′,634330
143.3125,42.2083,9° 0′,634322
143.1875,42.2083,9°10′,634321
143.0625,42.2083,9°10′,634320
143.3125,42.125,9° 0′,634312
143.1875,42.125,9°10′,634311
143.0625,42.125,9°10′,634310
143.3125,42.0417,9°10′,634302
143.1875,42.0417,9°10′,634301
143.0625,42.0417,9°10′,634300
142.9375,42.625,9°20′,634277
142.8125,42.625,9°20′,634276
142.6875,42.625,9°20′,634275
142.5625,42.625,9°20′,634274
142.4375,42.625,9°20′,634273
142.3125,42.625,9°20′,634272
142.1875,42.625,9°20′,634271
142.0625,42.625,9°40′,634270
142.9375,42.5417,9°20′,634267
142.8125,42.5417,9°20′,634266
142.6875,42.5417,9°20′,634265
142.5625,42.5417,9°10′,634264
142.4375,42.5417,9°20′,634263
142.3125,42.5417,9°30′,634262
142.1875,42.5417,9°30′,634261
142.0625,42.5417,9°30′,634260
142.9375,42.4583,9°20′,634257
142.8125,42.4583,9°20′,634256
142.6875,42.4583,9°20′,634255
142.5625,42.4583,9°10′,634254
142.4375,42.4583,9°10′,634253
142.3125,42.4583,9°30′,634252
142.1875,42.4583,9°30′,634251
142.0625,42.4583,9°30′,634250
142.9375,42.375,9°20′,634247
142.8125,42.375,9°30′,634246
142.6875,42.375,9°30′,634245
142.5625,42.375,9°20′,634244
142.4375,42.375,9°10′,634243
142.3125,42.375,9°20′,634242
142.1875,42.375,9°30′,634241
142.9375,42.2917,9°20′,634237
142.8125,42.2917,9°40′,634236
142.6875,42.2917,9°50′,634235
142.5625,42.2917,9°40′,634234
142.4375,42.2917,9°30′,634233
142.3125,42.2917,9°30′,634232
142.9375,42.2083,9°20′,634227
142.8125,42.2083,9°40′,634226
142.6875,42.2083,9°50′,634225
142.5625,42.2083,9°50′,634224
142.9375,42.125,9°20′,634217
142.8125,42.125,9°30′,634216
141.9375,42.625,10° 0′,634177
141.8125,42.625,9°50′,634176
141.6875,42.625,9°30′,634175
141.5625,42.625,9°10′,634174
141.4375,42.625,9° 0′,634173
141.3125,42.625,9° 0′,634172
141.1875,42.625,9°10′,634171
141.0625,42.625,9°30′,634170
141.9375,42.5417,9°40′,634167
141.8125,42.5417,9°40′,634166
141.4375,42.5417,9°10′,634163
141.3125,42.5417,9° 0′,634162
141.1875,42.5417,9°10′,634161
141.0625,42.5417,9°30′,634160
141.3125,42.4583,9° 0′,634152
141.1875,42.4583,9° 0′,634151
141.0625,42.4583,9°30′,634150
141.0625,42.375,9°20′,634140
141.0625,42.2917,9°20′,634130
140.9375,42.625,9°50′,634077
140.8125,42.625,9°30′,634076
140.6875,42.625,8°50′,634075
140.5625,42.625,8°30′,634074
140.4375,42.625,8°40′,634073
140.3125,42.625,9°10′,634072
140.1875,42.625,9°30′,634071
140.0625,42.625,9°50′,634070
140.9375,42.5417,10° 0′,634067
140.8125,42.5417,9°30′,634066
140.6875,42.5417,8°40′,634065
140.5625,42.5417,8°20′,634064
140.4375,42.5417,8°50′,634063
140.3125,42.5417,9°30′,634062
140.1875,42.5417,9°50′,634061
140.0625,42.5417,10° 0′,634060
140.9375,42.4583,9°50′,634057
140.8125,42.4583,9°40′,634056
140.3125,42.4583,10° 0′,634052
140.1875,42.4583,10°20′,634051
140.0625,42.4583,10°10′,634050
140.9375,42.375,9°40′,634047
140.3125,42.375,10°20′,634042
140.1875,42.375,10°30′,634041
140.0625,42.375,10° 0′,634040
140.9375,42.2917,9°20′,634037
140.3125,42.2917,10°10′,634032
140.1875,42.2917,10°20′,634031
140.0625,42.2917,10° 0′,634030
140.4375,42.2083,9°30′,634023
140.3125,42.2083,9°50′,634022
140.1875,42.2083,10° 0′,634021
140.0625,42.2083,10° 0′,634020
140.8125,42.125,9°10′,634016
140.6875,42.125,9° 0′,634015
140.5625,42.125,9° 0′,634014
140.4375,42.125,9°10′,634013
140.3125,42.125,9°30′,634012
140.1875,42.125,9°30′,634011
140.0625,42.125,10° 0′,634010
140.9375,42.0417,9° 0′,634007
140.8125,42.0417,9° 0′,634006
140.6875,42.0417,9° 0′,634005
140.5625,42.0417,8°50′,634004
140.4375,42.0417,9°10′,634003
140.3125,42.0417,9°30′,634002
140.1875,42.0417,9°40′,634001
140.0625,42.0417,9°50′,634000
139.9375,42.625,10° 0′,633977
139.8125,42.625,10° 0′,633976
139.9375,42.5417,10° 0′,633967
139.8125,42.5417,9°50′,633966
139.9375,42.4583,9°50′,633957
139.8125,42.4583,9°50′,633956
139.9375,42.375,9°40′,633947
139.8125,42.375,9°40′,633946
139.9375,42.2917,9°40′,633937
139.8125,42.2917,9°50′,633936
139.5625,42.2917,10° 0′,633934
139.9375,42.2083,10°20′,633927
139.8125,42.2083,10°20′,633926
139.5625,42.2083,10°10′,633924
139.4375,42.2083,10°10′,633923
139.9375,42.125,10°30′,633917
139.5625,42.125,10°10′,633914
139.4375,42.125,10°10′,633913
139.4375,42.0417,10°10′,633903
143.3125,41.9583,9°10′,624372
143.1875,41.9583,9°20′,624371
143.3125,41.875,9°10′,624362
141.1875,41.875,9°20′,624161
141.0625,41.875,9°40′,624160
141.1875,41.7917,9°10′,624151
141.0625,41.7917,9°30′,624150
141.0625,41.7083,9°20′,624140
141.4375,41.4583,9° 0′,624113
141.1875,41.4583,9°30′,624111
141.0625,41.4583,9°50′,624110
141.4375,41.375,8°50′,624103
141.3125,41.375,9°10′,624102
141.1875,41.375,9°40′,624101
141.0625,41.375,9°50′,624100
140.9375,41.9583,9°10′,624077
140.8125,41.9583,9° 0′,624076
140.6875,41.9583,9° 0′,624075
140.5625,41.9583,9° 0′,624074
140.4375,41.9583,9°10′,624073
140.3125,41.9583,9°30′,624072
140.1875,41.9583,9°50′,624071
140.0625,41.9583,10° 0′,624070
140.9375,41.875,9°30′,624067
140.8125,41.875,9°10′,624066
140.6875,41.875,9°10′,624065
140.5625,41.875,9° 0′,624064
140.4375,41.875,9°10′,624063
140.3125,41.875,9°30′,624062
140.1875,41.875,9°50′,624061
140.0625,41.875,10° 0′,624060
140.9375,41.7917,9°30′,624057
140.8125,41.7917,9°30′,624056
140.6875,41.7917,9°20′,624055
140.5625,41.7917,9°10′,624054
140.4375,41.7917,9° 0′,624053
140.3125,41.7917,9°20′,624052
140.1875,41.7917,9°50′,624051
140.0625,41.7917,10° 0′,624050
140.9375,41.7083,9°30′,624047
140.6875,41.7083,9°30′,624045
140.5625,41.7083,9°20′,624044
140.4375,41.7083,9°10′,624043
140.3125,41.7083,9°20′,624042
140.1875,41.7083,9°40′,624041
140.0625,41.7083,10° 0′,624040
140.4375,41.625,9°50′,624033
140.3125,41.625,9°40′,624032
140.1875,41.625,9°40′,624031
140.0625,41.625,9°50′,624030
140.9375,41.5417,9°40′,624027
140.4375,41.5417,10°10′,624023
140.3125,41.5417,9°50′,624022
140.1875,41.5417,9°30′,624021
140.0625,41.5417,9°40′,624020
140.9375,41.4583,9°40′,624017
140.8125,41.4583,9°40′,624016
140.3125,41.4583,9°40′,624012
140.1875,41.4583,9°10′,624011
140.0625,41.4583,9°20′,624010
140.9375,41.375,9°40′,624007
140.8125,41.375,9°30′,624006
140.3125,41.375,9°20′,624002
140.1875,41.375,9°10′,624001
140.0625,41.375,9°10′,624000
139.9375,41.625,10° 0′,623937
139.9375,41.5417,9°50′,623927
139.4375,41.5417,9°50′,623923
139.3125,41.5417,9°50′,623922
139.3125,41.4583,9°50′,623912
139.8125,41.375,9°30′,623906
141.4375,41.2917,8°50′,614173
141.3125,41.2917,9°10′,614172
141.1875,41.2917,9°30′,614171
141.0625,41.2917,9°40′,614170
141.4375,41.2083,8°40′,614163
141.3125,41.2083,9° 0′,614162
141.1875,41.2083,9°20′,614161
141.0625,41.2083,9°30′,614160
141.4375,41.125,8°30′,614153
141.3125,41.125,8°50′,614152
141.1875,41.125,9°10′,614151
141.4375,41.0417,8°20′,614143
141.3125,41.0417,8°50′,614142
141.1875,41.0417,9°20′,614141
141.4375,40.9583,8°10′,614133
141.3125,40.9583,8°50′,614132
141.1875,40.9583,9°20′,614131
141.0625,40.9583,9°20′,614130
141.4375,40.875,8°10′,614123
141.3125,40.875,8°50′,614122
141.1875,40.875,9°20′,614121
141.0625,40.875,9°20′,614120
141.4375,40.7917,8° 0′,614113
141.3125,40.7917,8°30′,614112
141.1875,40.7917,9°10′,614111
141.0625,40.7917,9°20′,614110
141.4375,40.7083,7°50′,614103
141.3125,40.7083,8°30′,614102
141.1875,40.7083,9° 0′,614101
141.0625,40.7083,9°10′,614100
140.9375,41.2917,9°40′,614077
140.8125,41.2917,9°30′,614076
140.3125,41.2917,9°20′,614072
140.9375,41.2083,9°30′,614067
140.8125,41.2083,9°20′,614066
140.6875,41.2083,9°10′,614065
140.5625,41.2083,9°20′,614064
140.4375,41.2083,9°20′,614063
140.3125,41.2083,9°20′,614062
140.9375,41.125,9°20′,614057
140.8125,41.125,9° 0′,614056
140.6875,41.125,9° 0′,614055
140.5625,41.125,9°10′,614054
140.4375,41.125,9°20′,614053
140.3125,41.125,9°20′,614052
140.1875,41.125,9°20′,614051
140.9375,41.0417,9°10′,614047
140.8125,41.0417,8°50′,614046
140.6875,41.0417,8°50′,614045
140.5625,41.0417,9° 0′,614044
140.4375,41.0417,9°20′,614043
140.3125,41.0417,9°20′,614042
140.9375,40.9583,9° 0′,614037
140.8125,40.9583,8°50′,614036
140.6875,40.9583,8°50′,614035
140.5625,40.9583,9° 0′,614034
140.4375,40.9583,9°20′,614033
140.3125,40.9583,9°30′,614032
140.9375,40.875,9° 0′,614027
140.8125,40.875,8°40′,614026
140.6875,40.875,8°50′,614025
140.5625,40.875,9° 0′,614024
140.4375,40.875,9°20′,614023
140.3125,40.875,9°30′,614022
140.9375,40.7917,9° 0′,614017
140.8125,40.7917,8°40′,614016
140.6875,40.7917,8°40′,614015
140.5625,40.7917,8°50′,614014
140.4375,40.7917,9°10′,614013
140.3125,40.7917,9°20′,614012
140.1875,40.7917,9°10′,614011
140.0625,40.7917,9°10′,614010
140.9375,40.7083,8°50′,614007
140.8125,40.7083,8°30′,614006
140.6875,40.7083,8°30′,614005
140.5625,40.7083,8°40′,614004
140.4375,40.7083,9° 0′,614003
140.3125,40.7083,9°10′,614002
140.1875,40.7083,9°10′,614001
140.0625,40.7083,9°10′,614000
139.9375,40.7083,9°30′,613907
141.4375,40.625,8° 0′,604173
141.3125,40.625,8°30′,604172
141.1875,40.625,9° 0′,604171
141.0625,40.625,9° 0′,604170
141.5625,40.5417,8°10′,604164
141.4375,40.5417,8°20′,604163
141.3125,40.5417,8°40′,604162
141.1875,40.5417,9° 0′,604161
141.0625,40.5417,8°50′,604160
141.6875,40.4583,8°10′,604155
141.5625,40.4583,8°20′,604154
141.4375,40.4583,8°30′,604153
141.3125,40.4583,8°40′,604152
141.1875,40.4583,8°50′,604151
141.0625,40.4583,8°50′,604150
141.8125,40.375,8°10′,604146
141.6875,40.375,8°10′,604145
141.5625,40.375,8°10′,604144
141.4375,40.375,8°20′,604143
141.3125,40.375,8°40′,604142
141.1875,40.375,8°50′,604141
141.0625,40.375,8°50′,604140
141.8125,40.2917,8°20′,604136
141.6875,40.2917,8°10′,604135
141.5625,40.2917,8° 0′,604134
141.4375,40.2917,8°10′,604133
141.3125,40.2917,8°40′,604132
141.1875,40.2917,8°50′,604131
141.0625,40.2917,8°50′,604130
141.8125,40.2083,8°40′,604126
141.6875,40.2083,8°20′,604125
141.5625,40.2083,8° 0′,604124
141.4375,40.2083,8°10′,604123
141.3125,40.2083,8°40′,604122
141.1875,40.2083,8°50′,604121
141.0625,40.2083,8°50′,604120
141.9375,40.125,9° 0′,604117
141.8125,40.125,9° 0′,604116
141.6875,40.125,8°40′,604115
141.5625,40.125,8°10′,604114
141.4375,40.125,8°20′,604113
141.3125,40.125,8°40′,604112
141.1875,40.125,9° 0′,604111
141.0625,40.125,8°50′,604110
141.9375,40.0417,9° 0′,604107
141.8125,40.0417,9° 0′,604106
141.6875,40.0417,8°40′,604105
141.5625,40.0417,8°20′,604104
141.4375,40.0417,8°20′,604103
141.3125,40.0417,8°50′,604102
141.1875,40.0417,9° 0′,604101
141.0625,40.0417,9° 0′,604100
140.9375,40.625,8°40′,604077
140.8125,40.625,8°30′,604076
140.6875,40.625,8°20′,604075
140.5625,40.625,8°40′,604074
140.4375,40.625,9° 0′,604073
140.3125,40.625,9°10′,604072
140.1875,40.625,9°10′,604071
140.0625,40.625,9°20′,604070
140.9375,40.5417,8°40′,604067
140.8125,40.5417,8°30′,604066
140.6875,40.5417,8°40′,604065
140.5625,40.5417,8°50′,604064
140.4375,40.5417,9° 0′,604063
140.3125,40.5417,9°10′,604062
140.1875,40.5417,9°10′,604061
140.0625,40.5417,9°30′,604060
140.9375,40.4583,8°50′,604057
140.8125,40.4583,8°50′,604056
140.6875,40.4583,9° 0′,604055
140.5625,40.4583,9° 0′,604054
140.4375,40.4583,9° 0′,604053
140.3125,40.4583,9° 0′,604052
140.1875,40.4583,9°10′,604051
140.0625,40.4583,9°30′,604050
140.9375,40.375,8°50′,604047
140.8125,40.375,8°50′,604046
140.6875,40.375,9° 0′,604045
140.5625,40.375,9°10′,604044
140.4375,40.375,9° 0′,604043
140.3125,40.375,9° 0′,604042
140.1875,40.375,9° 0′,604041
140.0625,40.375,9°20′,604040
140.9375,40.2917,8°50′,604037
140.8125,40.2917,8°50′,604036
140.6875,40.2917,9° 0′,604035
140.5625,40.2917,9°10′,604034
140.4375,40.2917,9°10′,604033
140.3125,40.2917,9° 0′,604032
140.1875,40.2917,9° 0′,604031
140.0625,40.2917,9°20′,604030
140.9375,40.2083,8°40′,604027
140.8125,40.2083,8°50′,604026
140.6875,40.2083,9° 0′,604025
140.5625,40.2083,9°10′,604024
140.4375,40.2083,9°20′,604023
140.3125,40.2083,9°10′,604022
140.1875,40.2083,9°10′,604021
140.0625,40.2083,9°10′,604020
140.9375,40.125,8°40′,604017
140.8125,40.125,8°50′,604016
140.6875,40.125,9° 0′,604015
140.5625,40.125,9°10′,604014
140.4375,40.125,9°20′,604013
140.3125,40.125,9°20′,604012
140.1875,40.125,9°10′,604011
140.0625,40.125,9° 0′,604010
140.9375,40.0417,8°50′,604007
140.8125,40.0417,9° 0′,604006
140.6875,40.0417,9° 0′,604005
140.5625,40.0417,9°10′,604004
140.4375,40.0417,9°10′,604003
140.3125,40.0417,9°10′,604002
140.1875,40.0417,9° 0′,604001
140.0625,40.0417,9° 0′,604000
139.9375,40.625,9°40′,603977
139.8125,40.625,9°40′,603976
139.9375,40.5417,9°50′,603967
139.8125,40.5417,9°50′,603966
139.5625,40.5417,9°30′,603964
139.4375,40.5417,9°30′,603963
139.9375,40.4583,9°40′,603957
139.9375,40.375,9°30′,603947
139.9375,40.2083,9°20′,603927
139.9375,40.125,9° 0′,603917
139.9375,40.0417,9° 0′,603907
139.6875,40.0417,9° 0′,603905
142.0625,39.7917,8°50′,594250
142.0625,39.7083,8°50′,594240
142.0625,39.625,8°40′,594230
142.0625,39.5417,8°30′,594220
142.0625,39.4583,8° 0′,594210
142.0625,39.375,7°40′,594200
141.9375,39.9583,8°50′,594177
141.8125,39.9583,8°50′,594176
141.6875,39.9583,8°30′,594175
141.5625,39.9583,8°20′,594174
141.4375,39.9583,8°20′,594173
141.3125,39.9583,8°50′,594172
141.1875,39.9583,9°10′,594171
141.0625,39.9583,9°10′,594170
141.9375,39.875,8°50′,594167
141.8125,39.875,8°40′,594166
141.6875,39.875,8°20′,594165
141.5625,39.875,8°20′,594164
141.4375,39.875,8°30′,594163
141.3125,39.875,8°50′,594162
141.1875,39.875,9°10′,594161
141.0625,39.875,9°10′,594160
141.9375,39.7917,8°40′,594157
141.8125,39.7917,8°30′,594156
141.6875,39.7917,8°20′,594155
141.5625,39.7917,8°20′,594154
141.4375,39.7917,8°30′,594153
141.3125,39.7917,8°40′,594152
141.1875,39.7917,8°50′,594151
141.0625,39.7917,9° 0′,594150
141.9375,39.7083,8°50′,594147
141.8125,39.7083,8°40′,594146
141.6875,39.7083,8°30′,594145
141.5625,39.7083,8°30′,594144
141.4375,39.7083,8°30′,594143
141.3125,39.7083,8°30′,594142
141.1875,39.7083,8°30′,594141
141.0625,39.7083,8°40′,594140
141.9375,39.625,8°50′,594137
141.8125,39.625,8°40′,594136
141.6875,39.625,8°30′,594135
141.5625,39.625,8°30′,594134
141.4375,39.625,8°30′,594133
141.3125,39.625,8°20′,594132
141.1875,39.625,8°20′,594131
141.0625,39.625,8°20′,594130
141.9375,39.5417,8°30′,594127
141.8125,39.5417,8°30′,594126
141.6875,39.5417,8°40′,594125
141.5625,39.5417,8°40′,594124
141.4375,39.5417,8°30′,594123
141.3125,39.5417,8°20′,594122
141.1875,39.5417,8°10′,594121
141.0625,39.5417,8°10′,594120
141.9375,39.4583,8° 0′,594117
141.8125,39.4583,8°10′,594116
141.6875,39.4583,8°50′,594115
141.5625,39.4583,9° 0′,594114
141.4375,39.4583,8°40′,594113
141.3125,39.4583,8°20′,594112
141.1875,39.4583,8°10′,594111
141.0625,39.4583,8°20′,594110
141.9375,39.375,7°30′,594107
141.8125,39.375,8° 0′,594106
141.6875,39.375,8°40′,594105
141.5625,39.375,8°50′,594104
141.4375,39.375,8°20′,594103
141.3125,39.375,8° 0′,594102
141.1875,39.375,8°20′,594101
141.0625,39.375,8°40′,594100
140.9375,39.9583,9°10′,594077
140.8125,39.9583,9°10′,594076
140.6875,39.9583,9°10′,594075
140.5625,39.9583,9°10′,594074
140.4375,39.9583,9° 0′,594073
140.3125,39.9583,8°50′,594072
140.1875,39.9583,9° 0′,594071
140.0625,39.9583,9° 0′,594070
140.9375,39.875,9°10′,594067
140.8125,39.875,9°10′,594066
140.6875,39.875,9°20′,594065
140.5625,39.875,9°20′,594064
140.4375,39.875,9° 0′,594063
140.3125,39.875,8°50′,594062
140.1875,39.875,9° 0′,594061
140.0625,39.875,9°10′,594060
140.9375,39.7917,9° 0′,594057
140.8125,39.7917,9°10′,594056
140.6875,39.7917,9°20′,594055
140.5625,39.7917,9°20′,594054
140.4375,39.7917,9° 0′,594053
140.3125,39.7917,8°50′,594052
140.1875,39.7917,8°50′,594051
140.0625,39.7917,9° 0′,594050
140.9375,39.7083,8°40′,594047
140.8125,39.7083,8°50′,594046
140.6875,39.7083,9° 0′,594045
140.5625,39.7083,9°10′,594044
140.4375,39.7083,8°50′,594043
140.3125,39.7083,8°40′,594042
140.1875,39.7083,8°40′,594041
140.0625,39.7083,8°50′,594040
140.9375,39.625,8°30′,594037
140.8125,39.625,8°30′,594036
140.6875,39.625,8°50′,594035
140.5625,39.625,8°50′,594034
140.4375,39.625,8°50′,594033
140.3125,39.625,8°40′,594032
140.1875,39.625,8°40′,594031
140.0625,39.625,8°50′,594030
140.9375,39.5417,8°20′,594027
140.8125,39.5417,8°20′,594026
140.6875,39.5417,8°40′,594025
140.5625,39.5417,8°50′,594024
140.4375,39.5417,8°40′,594023
140.3125,39.5417,8°40′,594022
140.1875,39.5417,8°40′,594021
140.0625,39.5417,8°50′,594020
140.9375,39.4583,8°20′,594017
140.8125,39.4583,8°30′,594016
140.6875,39.4583,8°40′,594015
140.5625,39.4583,8°40′,594014
140.4375,39.4583,8°40′,594013
140.3125,39.4583,8°40′,594012
140.1875,39.4583,8°40′,594011
140.0625,39.4583,8°50′,594010
140.9375,39.375,8°40′,594007
140.8125,39.375,8°40′,594006
140.6875,39.375,8°40′,594005
140.5625,39.375,8°40′,594004
140.4375,39.375,8°30′,594003
140.3125,39.375,8°40′,594002
140.1875,39.375,8°50′,594001
140.0625,39.375,9° 0′,594000
139.9375,39.9583,9° 0′,593977
139.8125,39.9583,9° 0′,593976
139.6875,39.9583,9° 0′,593975
139.9375,39.875,9°10′,593967
139.8125,39.875,9° 0′,593966
139.6875,39.875,9° 0′,593965
139.9375,39.375,9° 0′,593907
141.9375,39.2917,7°40′,584177
141.8125,39.2917,8° 0′,584176
141.6875,39.2917,8°20′,584175
141.5625,39.2917,8°20′,584174
141.4375,39.2917,7°40′,584173
141.3125,39.2917,7°40′,584172
141.1875,39.2917,8°20′,584171
141.0625,39.2917,8°50′,584170
141.9375,39.2083,8°10′,584167
141.8125,39.2083,8°20′,584166
141.6875,39.2083,8° 0′,584165
141.5625,39.2083,7°30′,584164
141.4375,39.2083,7°10′,584163
141.3125,39.2083,7°40′,584162
141.1875,39.2083,8°20′,584161
141.0625,39.2083,8°50′,584160
141.9375,39.125,8°30′,584157
141.8125,39.125,8°20′,584156
141.6875,39.125,7°50′,584155
141.5625,39.125,7°30′,584154
141.4375,39.125,7°30′,584153
141.3125,39.125,8° 0′,584152
141.1875,39.125,8°30′,584151
141.0625,39.125,8°50′,584150
141.9375,39.0417,8°30′,584147
141.8125,39.0417,8°20′,584146
141.6875,39.0417,8° 0′,584145
141.5625,39.0417,7°50′,584144
141.4375,39.0417,8°10′,584143
141.3125,39.0417,8°20′,584142
141.1875,39.0417,8°30′,584141
141.0625,39.0417,8°40′,584140
141.6875,38.9583,8°20′,584135
141.5625,38.9583,8°20′,584134
141.4375,38.9583,8°30′,584133
141.3125,38.9583,8°30′,584132
141.1875,38.9583,8°20′,584131
141.0625,38.9583,8°20′,584130
141.6875,38.875,8°20′,584125
141.5625,38.875,8°30′,584124
141.4375,38.875,8°30′,584123
141.3125,38.875,8°30′,584122
141.1875,38.875,8°10′,584121
141.0625,38.875,8°20′,584120
141.6875,38.7917,8°20′,584115
141.5625,38.7917,8°30′,584114
141.4375,38.7917,8°30′,584113
141.3125,38.7917,8°30′,584112
141.1875,38.7917,8°20′,584111
141.0625,38.7917,8°20′,584110
141.5625,38.7083,8°20′,584104
141.4375,38.7083,8°20′,584103
141.3125,38.7083,8°30′,584102
141.1875,38.7083,8°30′,584101
141.0625,38.7083,8°10′,584100
140.9375,39.2917,9° 0′,584077
140.8125,39.2917,9° 0′,584076
140.6875,39.2917,8°50′,584075
140.5625,39.2917,8°30′,584074
140.4375,39.2917,8°30′,584073
140.3125,39.2917,8°30′,584072
140.1875,39.2917,8°50′,584071
140.0625,39.2917,9° 0′,584070
