lon,lat,degree,mesh_code_2d
140.9375,39.2083,9° 0′,584067
140.8125,39.2083,9°10′,584066
140.6875,39.2083,9° 0′,584065
140.5625,39.2083,8°30′,584064
140.4375,39.2083,8°20′,584063
140.3125,39.2083,8°30′,584062
140.1875,39.2083,8°50′,584061
140.0625,39.2083,8°50′,584060
140.9375,39.125,9° 0′,584057
140.8125,39.125,9° 0′,584056
140.6875,39.125,8°50′,584055
140.5625,39.125,8°30′,584054
140.4375,39.125,8°20′,584053
140.3125,39.125,8°30′,584052
140.1875,39.125,8°40′,584051
140.0625,39.125,8°50′,584050
140.9375,39.0417,8°50′,584047
140.8125,39.0417,8°50′,584046
140.6875,39.0417,8°40′,584045
140.5625,39.0417,8°30′,584044
140.4375,39.0417,8°30′,584043
140.3125,39.0417,8°40′,584042
140.1875,39.0417,8°50′,584041
140.0625,39.0417,8°40′,584040
140.9375,38.9583,8°40′,584037
140.8125,38.9583,8°30′,584036
140.6875,38.9583,8°20′,584035
140.5625,38.9583,8°30′,584034
140.4375,38.9583,8°40′,584033
140.3125,38.9583,8°50′,584032
140.1875,38.9583,8°50′,584031
140.0625,38.9583,8°40′,584030
140.9375,38.875,8°30′,584027
140.8125,38.875,8°30′,584026
140.6875,38.875,8°30′,584025
140.5625,38.875,8°40′,584024
140.4375,38.875,8°40′,584023
140.3125,38.875,8°50′,584022
140.1875,38.875,8°50′,584021
140.0625,38.875,8°40′,584020
140.9375,38.7917,8°10′,584017
140.8125,38.7917,8°20′,584016
140.6875,38.7917,8°40′,584015
140.5625,38.7917,8°40′,584014
140.4375,38.7917,8°40′,584013
140.3125,38.7917,8°30′,584012
140.1875,38.7917,8°40′,584011
140.0625,38.7917,8°40′,584010
140.9375,38.7083,8° 0′,584007
140.8125,38.7083,8°10′,584006
140.6875,38.7083,8°30′,584005
140.5625,38.7083,8°40′,584004
140.4375,38.7083,8°30′,584003
140.3125,38.7083,8°30′,584002
140.1875,38.7083,8°30′,584001
140.0625,38.7083,8°40′,584000
139.9375,39.2917,9° 0′,583977
139.9375,39.2083,9° 0′,583967
139.5625,39.2083,8°50′,583964
139.9375,39.125,8°40′,583957
139.8125,39.125,8°40′,583956
139.9375,39.0417,8°40′,583947
139.8125,39.0417,8°30′,583946
139.9375,38.9583,8°30′,583937
139.8125,38.9583,8°30′,583936
139.9375,38.875,8°40′,583927
139.8125,38.875,8°40′,583926
139.9375,38.7917,8°40′,583917
139.8125,38.7917,8°40′,583916
139.6875,38.7917,8°40′,583915
139.9375,38.7083,8°50′,583907
139.8125,38.7083,8°40′,583906
139.6875,38.7083,8°40′,583905
139.5625,38.7083,8°30′,583904
141.5625,38.625,8°10′,574174
141.4375,38.625,8°20′,574173
141.3125,38.625,8°40′,574172
141.1875,38.625,8°40′,574171
141.0625,38.625,8°20′,574170
141.5625,38.5417,8°10′,574164
141.4375,38.5417,8°20′,574163
141.3125,38.5417,8°40′,574162
141.1875,38.5417,8°40′,574161
141.0625,38.5417,8°20′,574160
141.5625,38.4583,8° 0′,574154
141.4375,38.4583,8°20′,574153
141.3125,38.4583,8°30′,574152
141.1875,38.4583,8°30′,574151
141.0625,38.4583,8°20′,574150
141.5625,38.375,8° 0′,574144
141.4375,38.375,8°10′,574143
141.3125,38.375,8°20′,574142
141.1875,38.375,8°30′,574141
141.0625,38.375,8°20′,574140
141.5625,38.2917,7°50′,574134
141.4375,38.2917,8° 0′,574133
141.1875,38.2917,8°30′,574131
141.0625,38.2917,8°30′,574130
141.5625,38.2083,7°50′,574124
141.4375,38.2083,8° 0′,574123
141.0625,38.2083,8°40′,574120
140.9375,38.625,7°50′,574077
140.8125,38.625,8° 0′,574076
140.6875,38.625,8°20′,574075
140.5625,38.625,8°30′,574074
140.4375,38.625,8°40′,574073
140.3125,38.625,8°30′,574072
140.1875,38.625,8°30′,574071
140.0625,38.625,8°40′,574070
140.9375,38.5417,8° 0′,574067
140.8125,38.5417,8°10′,574066
140.6875,38.5417,8°20′,574065
140.5625,38.5417,8°30′,574064
140.4375,38.5417,8°40′,574063
140.3125,38.5417,8°30′,574062
140.1875,38.5417,8°30′,574061
140.0625,38.5417,8°20′,574060
140.9375,38.4583,8°10′,574057
140.8125,38.4583,8°10′,574056
140.6875,38.4583,8°20′,574055
140.5625,38.4583,8°30′,574054
140.4375,38.4583,8°30′,574053
140.3125,38.4583,8°20′,574052
140.1875,38.4583,8°10′,574051
140.0625,38.4583,8°10′,574050
140.9375,38.375,8°20′,574047
140.8125,38.375,8°20′,574046
140.6875,38.375,8°20′,574045
140.5625,38.375,8°20′,574044
140.4375,38.375,8°10′,574043
140.3125,38.375,8° 0′,574042
140.1875,38.375,8° 0′,574041
140.0625,38.375,8°10′,574040
140.9375,38.2917,8°30′,574037
140.8125,38.2917,8°30′,574036
140.6875,38.2917,8°20′,574035
140.5625,38.2917,8°10′,574034
140.4375,38.2917,7°50′,574033
140.3125,38.2917,7°40′,574032
140.1875,38.2917,8° 0′,574031
140.0625,38.2917,8°20′,574030
140.9375,38.2083,8°40′,574027
140.8125,38.2083,8°30′,574026
140.6875,38.2083,8°20′,574025
140.5625,38.2083,8° 0′,574024
140.4375,38.2083,7°40′,574023
140.3125,38.2083,7°30′,574022
140.1875,38.2083,7°50′,574021
140.0625,38.2083,8°10′,574020
140.9375,38.125,8°40′,574017
140.8125,38.125,8°30′,574016
140.6875,38.125,8°20′,574015
140.5625,38.125,8° 0′,574014
140.4375,38.125,7°30′,574013
140.3125,38.125,7°20′,574012
140.1875,38.125,7°40′,574011
140.0625,38.125,8°10′,574010
140.9375,38.0417,8°30′,574007
140.8125,38.0417,8°30′,574006
140.6875,38.0417,8°20′,574005
140.5625,38.0417,8°10′,574004
140.4375,38.0417,7°40′,574003
140.3125,38.0417,7°30′,574002
140.1875,38.0417,7°40′,574001
140.0625,38.0417,8°10′,574000
139.9375,38.625,8°40′,573977
139.8125,38.625,8°30′,573976
139.6875,38.625,8°30′,573975
139.5625,38.625,8°30′,573974
139.9375,38.5417,8°30′,573967
139.8125,38.5417,8°30′,573966
139.6875,38.5417,8°30′,573965
139.5625,38.5417,8°30′,573964
139.9375,38.4583,8°20′,573957
139.8125,38.4583,8°20′,573956
139.6875,38.4583,8°20′,573955
139.5625,38.4583,8°30′,573954
139.4375,38.4583,8°30′,573953
139.3125,38.4583,8°30′,573952
139.1875,38.4583,8°40′,573951
139.9375,38.375,8°20′,573947
139.8125,38.375,8°20′,573946
139.6875,38.375,8°20′,573945
139.5625,38.375,8°20′,573944
139.4375,38.375,8°30′,573943
139.9375,38.2917,8°20′,573937
139.8125,38.2917,8°20′,573936
139.6875,38.2917,8°20′,573935
139.5625,38.2917,8°30′,573934
139.4375,38.2917,8°30′,573933
139.9375,38.2083,8°20′,573927
139.8125,38.2083,8°20′,573926
139.6875,38.2083,8°20′,573925
139.5625,38.2083,8°30′,573924
139.4375,38.2083,8°30′,573923
139.9375,38.125,8°20′,573917
139.8125,38.125,8°20′,573916
139.6875,38.125,8°20′,573915
139.5625,38.125,8°30′,573914
139.4375,38.125,8°30′,573913
139.3125,38.125,8°30′,573912
139.9375,38.0417,8°20′,573907
139.8125,38.0417,8°20′,573906
139.6875,38.0417,8°20′,573905
139.5625,38.0417,8°20′,573904
139.4375,38.0417,8°20′,573903
139.3125,38.0417,8°30′,573902
139.1875,38.0417,8°30′,573901
138.5625,38.375,8°40′,573844
138.4375,38.375,8°40′,573843
138.5625,38.2917,8°40′,573834
138.4375,38.2917,8°40′,573833
138.5625,38.2083,8°40′,573824
138.4375,38.2083,8°40′,573823
138.3125,38.2083,8°40′,573822
138.5625,38.125,8°40′,573814
138.4375,38.125,8°30′,573813
138.3125,38.125,8°40′,573812
138.1875,38.125,8°40′,573811
138.5625,38.0417,8°30′,573804
138.4375,38.0417,8°30′,573803
138.3125,38.0417,8°30′,573802
138.1875,38.0417,8°40′,573801
141.0625,37.7917,8°10′,564150
141.0625,37.7083,8°10′,564140
141.0625,37.625,7°50′,564130
141.0625,37.5417,7°30′,564120
141.0625,37.4583,7°30′,564110
141.0625,37.375,7°40′,564100
140.9375,37.9583,8°20′,564077
140.8125,37.9583,8°20′,564076
140.6875,37.9583,8°20′,564075
140.5625,37.9583,8°10′,564074
140.4375,37.9583,7°50′,564073
140.3125,37.9583,7°50′,564072
140.1875,37.9583,7°50′,564071
140.0625,37.9583,8°10′,564070
140.9375,37.875,8°10′,564067
140.8125,37.875,8°20′,564066
140.6875,37.875,8°20′,564065
140.5625,37.875,8°10′,564064
140.4375,37.875,8° 0′,564063
140.3125,37.875,8° 0′,564062
140.1875,37.875,8° 0′,564061
140.0625,37.875,8°10′,564060
140.9375,37.7917,8°10′,564057
140.8125,37.7917,8°10′,564056
140.6875,37.7917,8°10′,564055
140.5625,37.7917,8°10′,564054
140.4375,37.7917,8° 0′,564053
140.3125,37.7917,8° 0′,564052
140.1875,37.7917,8°10′,564051
140.0625,37.7917,8°10′,564050
140.9375,37.7083,8° 0′,564047
140.8125,37.7083,8° 0′,564046
140.6875,37.7083,7°50′,564045
140.5625,37.7083,8° 0′,564044
140.4375,37.7083,8° 0′,564043
140.3125,37.7083,8°10′,564042
140.1875,37.7083,8°10′,564041
140.0625,37.7083,8°10′,564040
140.9375,37.625,7°40′,564037
140.8125,37.625,7°40′,564036
140.6875,37.625,7°40′,564035
140.5625,37.625,7°50′,564034
140.4375,37.625,8° 0′,564033
140.3125,37.625,8°10′,564032
140.1875,37.625,8°10′,564031
140.0625,37.625,8°10′,564030
140.9375,37.5417,7°20′,564027
140.8125,37.5417,7°30′,564026
140.6875,37.5417,7°40′,564025
140.5625,37.5417,7°50′,564024
140.4375,37.5417,8°10′,564023
140.3125,37.5417,8°20′,564022
140.1875,37.5417,8°20′,564021
140.0625,37.5417,8°20′,564020
140.9375,37.4583,7°30′,564017
140.8125,37.4583,7°40′,564016
140.6875,37.4583,7°50′,564015
140.5625,37.4583,8° 0′,564014
140.4375,37.4583,8°10′,564013
140.3125,37.4583,8°20′,564012
140.1875,37.4583,8°20′,564011
140.0625,37.4583,8°20′,564010
140.9375,37.375,7°40′,564007
140.8125,37.375,7°50′,564006
140.6875,37.375,7°50′,564005
140.5625,37.375,8° 0′,564004
140.4375,37.375,8°10′,564003
140.3125,37.375,8°20′,564002
140.1875,37.375,8°20′,564001
140.0625,37.375,8°20′,564000
139.9375,37.9583,8°10′,563977
139.8125,37.9583,8°20′,563976
139.6875,37.9583,8°20′,563975
139.5625,37.9583,8°20′,563974
139.4375,37.9583,8°20′,563973
139.3125,37.9583,8°30′,563972
139.1875,37.9583,8°40′,563971
139.0625,37.9583,8°40′,563970
139.9375,37.875,8°10′,563967
139.8125,37.875,8°10′,563966
139.6875,37.875,8°20′,563965
139.5625,37.875,8°20′,563964
139.4375,37.875,8°20′,563963
139.3125,37.875,8°30′,563962
139.1875,37.875,8°40′,563961
139.0625,37.875,8°40′,563960
139.9375,37.7917,8°10′,563957
139.8125,37.7917,8°10′,563956
139.6875,37.7917,8°20′,563955
139.5625,37.7917,8°20′,563954
139.4375,37.7917,8°20′,563953
139.3125,37.7917,8°40′,563952
139.1875,37.7917,8°40′,563951
139.0625,37.7917,8°30′,563950
139.9375,37.7083,8°10′,563947
139.8125,37.7083,8°10′,563946
139.6875,37.7083,8°20′,563945
139.5625,37.7083,8°20′,563944
139.4375,37.7083,8°30′,563943
139.3125,37.7083,8°40′,563942
139.1875,37.7083,8°30′,563941
139.0625,37.7083,8°20′,563940
139.9375,37.625,8°10′,563937
139.8125,37.625,8°20′,563936
139.6875,37.625,8°30′,563935
139.5625,37.625,8°30′,563934
139.4375,37.625,8°30′,563933
139.3125,37.625,8°30′,563932
139.1875,37.625,8°30′,563931
139.0625,37.625,8°20′,563930
139.9375,37.5417,8°20′,563927
139.8125,37.5417,8°20′,563926
139.6875,37.5417,8°40′,563925
139.5625,37.5417,8°40′,563924
139.4375,37.5417,8°30′,563923
139.3125,37.5417,8°30′,563922
139.1875,37.5417,8°30′,563921
139.0625,37.5417,8°20′,563920
139.9375,37.4583,8°20′,563917
139.8125,37.4583,8°30′,563916
139.6875,37.4583,8°40′,563915
139.5625,37.4583,8°40′,563914
139.4375,37.4583,8°30′,563913
139.3125,37.4583,8°30′,563912
139.1875,37.4583,8°20′,563911
139.0625,37.4583,8°20′,563910
139.9375,37.375,8°20′,563907
139.8125,37.375,8°20′,563906
139.6875,37.375,8°30′,563905
139.5625,37.375,8°30′,563904
139.4375,37.375,8°30′,563903
139.3125,37.375,8°20′,563902
139.1875,37.375,8°20′,563901
139.0625,37.375,8°10′,563900
138.5625,37.9583,8°30′,563874
138.4375,37.9583,8°30′,563873
138.3125,37.9583,8°30′,563872
138.1875,37.9583,8°40′,563871
138.9375,37.875,8°40′,563867
138.8125,37.875,8°40′,563866
138.4375,37.875,8°30′,563863
138.3125,37.875,8°30′,563862
138.1875,37.875,8°40′,563861
138.9375,37.7917,8°30′,563857
138.8125,37.7917,8°30′,563856
138.3125,37.7917,8°30′,563852
138.1875,37.7917,8°30′,563851
138.9375,37.7083,8°20′,563847
138.8125,37.7083,8°30′,563846
138.9375,37.625,8°20′,563837
138.8125,37.625,8°20′,563836
138.6875,37.625,8°30′,563835
138.9375,37.5417,8°20′,563827
138.8125,37.5417,8°20′,563826
138.6875,37.5417,8°20′,563825
138.9375,37.4583,8°10′,563817
138.8125,37.4583,8°10′,563816
138.6875,37.4583,8°20′,563815
138.5625,37.4583,8°40′,563814
138.9375,37.375,8°10′,563807
138.8125,37.375,8° 0′,563806
138.6875,37.375,8°20′,563805
138.5625,37.375,8°40′,563804
138.4375,37.375,8°40′,563803
137.3125,37.5417,8°40′,563722
137.1875,37.5417,8°40′,563721
137.3125,37.4583,8°40′,563712
137.1875,37.4583,8°30′,563711
137.0625,37.4583,8°30′,563710
137.3125,37.375,8°30′,563702
137.1875,37.375,8°30′,563701
137.0625,37.375,8°30′,563700
136.9375,37.875,8°40′,563667
136.9375,37.625,8°40′,563637
136.8125,37.625,8°40′,563636
136.8125,37.5417,8°40′,563626
136.9375,37.4583,8°30′,563617
136.9375,37.375,8°30′,563607
136.8125,37.375,8°40′,563606
136.6875,37.375,8°40′,563605
141.0625,37.2917,7°40′,554170
141.0625,37.2083,7°30′,554160
141.0625,37.125,7°30′,554150
140.9375,37.2917,7°40′,554077
140.8125,37.2917,7°50′,554076
140.6875,37.2917,7°50′,554075
140.5625,37.2917,7°50′,554074
140.4375,37.2917,8° 0′,554073
140.3125,37.2917,8°10′,554072
140.1875,37.2917,8°20′,554071
140.0625,37.2917,8°20′,554070
140.9375,37.2083,7°30′,554067
140.8125,37.2083,7°50′,554066
140.6875,37.2083,7°40′,554065
140.5625,37.2083,7°40′,554064
140.4375,37.2083,7°50′,554063
140.3125,37.2083,8° 0′,554062
140.1875,37.2083,8° 0′,554061
140.0625,37.2083,8°10′,554060
140.9375,37.125,7°30′,554057
140.8125,37.125,7°40′,554056
140.6875,37.125,7°40′,554055
140.5625,37.125,7°20′,554054
140.4375,37.125,7°30′,554053
140.3125,37.125,7°50′,554052
140.1875,37.125,8° 0′,554051
140.0625,37.125,8° 0′,554050
140.9375,37.0417,7°30′,554047
140.8125,37.0417,7°40′,554046
140.6875,37.0417,7°30′,554045
140.5625,37.0417,7°20′,554044
140.4375,37.0417,7°30′,554043
140.3125,37.0417,7°40′,554042
140.1875,37.0417,8° 0′,554041
140.0625,37.0417,8° 0′,554040
140.9375,36.9583,7°30′,554037
140.8125,36.9583,7°30′,554036
140.6875,36.9583,7°30′,554035
140.5625,36.9583,7°30′,554034
140.4375,36.9583,7°40′,554033
140.3125,36.9583,7°40′,554032
140.1875,36.9583,8° 0′,554031
140.0625,36.9583,8°20′,554030
140.9375,36.875,7°30′,554027
140.8125,36.875,7°30′,554026
140.6875,36.875,7°30′,554025
140.5625,36.875,7°30′,554024
140.4375,36.875,7°40′,554023
140.3125,36.875,7°40′,554022
140.1875,36.875,8°10′,554021
140.0625,36.875,8°30′,554020
140.8125,36.7917,7°30′,554016
140.6875,36.7917,7°30′,554015
140.5625,36.7917,7°40′,554014
140.4375,36.7917,7°50′,554013
140.3125,36.7917,7°50′,554012
140.1875,36.7917,8°10′,554011
140.0625,36.7917,8°30′,554010
140.6875,36.7083,7°30′,554005
140.5625,36.7083,7°40′,554004
140.4375,36.7083,7°50′,554003
140.3125,36.7083,7°50′,554002
140.1875,36.7083,8° 0′,554001
140.0625,36.7083,8°10′,554000
139.9375,37.2917,8°10′,553977
139.8125,37.2917,8°10′,553976
139.6875,37.2917,8°20′,553975
139.5625,37.2917,8°20′,553974
139.4375,37.2917,8°20′,553973
139.3125,37.2917,8°20′,553972
139.1875,37.2917,8°20′,553971
139.0625,37.2917,8°10′,553970
139.9375,37.2083,8°10′,553967
139.8125,37.2083,8°10′,553966
139.6875,37.2083,8°10′,553965
139.5625,37.2083,8°10′,553964
139.4375,37.2083,8°20′,553963
139.3125,37.2083,8°20′,553962
139.1875,37.2083,8°10′,553961
139.0625,37.2083,8°10′,553960
139.9375,37.125,8° 0′,553957
139.8125,37.125,8° 0′,553956
139.6875,37.125,8° 0′,553955
139.5625,37.125,8° 0′,553954
139.4375,37.125,8°10′,553953
139.3125,37.125,8°10′,553952
139.1875,37.125,8°20′,553951
139.0625,37.125,8°20′,553950
139.9375,37.0417,8° 0′,553947
139.8125,37.0417,7°50′,553946
139.6875,37.0417,7°50′,553945
139.5625,37.0417,8° 0′,553944
139.4375,37.0417,8°10′,553943
139.3125,37.0417,8°10′,553942
139.1875,37.0417,8°20′,553941
139.0625,37.0417,8°30′,553940
139.9375,36.9583,8° 0′,553937
139.8125,36.9583,7°50′,553936
139.6875,36.9583,7°50′,553935
139.5625,36.9583,8° 0′,553934
139.4375,36.9583,8° 0′,553933
139.3125,36.9583,8°10′,553932
139.1875,36.9583,8°10′,553931
139.0625,36.9583,8°30′,553930
139.9375,36.875,8°10′,553927
139.8125,36.875,7°50′,553926
139.6875,36.875,7°50′,553925
139.5625,36.875,8° 0′,553924
139.4375,36.875,8° 0′,553923
139.3125,36.875,8° 0′,553922
139.1875,36.875,8° 0′,553921
139.0625,36.875,8°20′,553920
139.9375,36.7917,8°10′,553917
139.8125,36.7917,8° 0′,553916
139.6875,36.7917,7°50′,553915
139.5625,36.7917,8° 0′,553914
139.4375,36.7917,8° 0′,553913
139.3125,36.7917,8° 0′,553912
139.1875,36.7917,8° 0′,553911
139.0625,36.7917,8°10′,553910
139.9375,36.7083,8° 0′,553907
139.8125,36.7083,8° 0′,553906
139.6875,36.7083,7°50′,553905
139.5625,36.7083,8° 0′,553904
139.4375,36.7083,8° 0′,553903
139.3125,36.7083,8° 0′,553902
139.1875,36.7083,8° 0′,553901
139.0625,36.7083,8°10′,553900
138.9375,37.2917,8° 0′,553877
138.8125,37.2917,8° 0′,553876
138.6875,37.2917,8°10′,553875
138.5625,37.2917,8°30′,553874
138.4375,37.2917,8°40′,553873
138.3125,37.2917,8°40′,553872
138.9375,37.2083,8°10′,553867
138.8125,37.2083,8°10′,553866
138.6875,37.2083,8°10′,553865
138.5625,37.2083,8°10′,553864
138.4375,37.2083,8°30′,553863
138.3125,37.2083,8°30′,553862
138.1875,37.2083,8°30′,553861
138.0625,37.2083,8°20′,553860
138.9375,37.125,8°30′,553857
138.8125,37.125,8°20′,553856
138.6875,37.125,8° 0′,553855
138.5625,37.125,8° 0′,553854
138.4375,37.125,8°10′,553853
138.3125,37.125,8°20′,553852
138.1875,37.125,8°20′,553851
138.0625,37.125,8°10′,553850
138.9375,37.0417,8°40′,553847
138.8125,37.0417,8°30′,553846
138.6875,37.0417,8° 0′,553845
138.5625,37.0417,7°50′,553844
138.4375,37.0417,8°10′,553843
138.3125,37.0417,8°20′,553842
138.1875,37.0417,8°10′,553841
138.0625,37.0417,8°10′,553840
138.9375,36.9583,8°50′,553837
138.8125,36.9583,8°50′,553836
138.6875,36.9583,8°20′,553835
138.5625,36.9583,8° 0′,553834
138.4375,36.9583,8°10′,553833
138.3125,36.9583,8°20′,553832
138.1875,36.9583,8°10′,553831
138.0625,36.9583,8°10′,553830
138.9375,36.875,8°50′,553827
138.8125,36.875,9° 0′,553826
138.6875,36.875,8°40′,553825
138.5625,36.875,8°20′,553824
138.4375,36.875,8°20′,553823
138.3125,36.875,8°20′,553822
138.1875,36.875,8°10′,553821
138.0625,36.875,8° 0′,553820
138.9375,36.7917,8°30′,553817
138.8125,36.7917,8°50′,553816
138.6875,36.7917,8°40′,553815
138.5625,36.7917,8°30′,553814
138.4375,36.7917,8°30′,553813
138.3125,36.7917,8°20′,553812
138.1875,36.7917,8° 0′,553811
138.0625,36.7917,7°40′,553810
138.9375,36.7083,8°20′,553807
138.8125,36.7083,8°30′,553806
138.6875,36.7083,8°30′,553805
138.5625,36.7083,8°20′,553804
138.4375,36.7083,8°20′,553803
138.3125,36.7083,8°20′,553802
138.1875,36.7083,8° 0′,553801
138.0625,36.7083,7°40′,553800
137.3125,37.2917,8°20′,553772
137.1875,37.2917,8°20′,553771
137.0625,37.2917,8°20′,553770
137.0625,37.2083,8°20′,553760
137.9375,37.125,8°20′,553757
137.0625,37.125,8°20′,553750
137.9375,37.0417,8°20′,553747
137.8125,37.0417,8°30′,553746
137.6875,37.0417,8°20′,553745
137.0625,37.0417,8°20′,553740
137.9375,36.9583,8°20′,553737
137.8125,36.9583,8°20′,553736
137.6875,36.9583,8°20′,553735
137.5625,36.9583,8°10′,553734
137.4375,36.9583,8°10′,553733
137.0625,36.9583,8°20′,553730
137.9375,36.875,8° 0′,553727
137.8125,36.875,8°10′,553726
137.6875,36.875,8°10′,553725
137.5625,36.875,8°10′,553724
137.4375,36.875,8°10′,553723
137.0625,36.875,8°20′,553720
137.9375,36.7917,7°50′,553717
137.8125,36.7917,8° 0′,553716
137.6875,36.7917,8° 0′,553715
137.5625,36.7917,8° 0′,553714
137.4375,36.7917,8°10′,553713
137.3125,36.7917,8°10′,553712
137.1875,36.7917,8°10′,553711
137.0625,36.7917,8°10′,553710
137.9375,36.7083,7°40′,553707
137.8125,36.7083,7°50′,553706
137.6875,36.7083,8° 0′,553705
137.5625,36.7083,8°10′,553704
137.4375,36.7083,8°10′,553703
137.3125,36.7083,8°20′,553702
137.1875,36.7083,8°20′,553701
137.0625,36.7083,8°20′,553700
136.9375,37.2917,8°20′,553677
136.8125,37.2917,8°30′,553676
136.6875,37.2917,8°40′,553675
136.9375,37.2083,8°20′,553667
136.8125,37.2083,8°30′,553666
136.6875,37.2083,8°40′,553665
136.9375,37.125,8°20′,553657
136.8125,37.125,8°20′,553656
136.6875,37.125,8°30′,553655
136.9375,37.0417,8°20′,553647
136.8125,37.0417,8°20′,553646
136.6875,37.0417,8°30′,553645
136.9375,36.9583,8°30′,553637
136.8125,36.9583,8°30′,553636
136.6875,36.9583,8°30′,553635
136.9375,36.875,8°30′,553627
136.8125,36.875,8°30′,553626
136.6875,36.875,8°30′,553625
136.9375,36.7917,8°20′,553617
136.8125,36.7917,8°30′,553616
136.6875,36.7917,8°30′,553615
136.9375,36.7083,8°20′,553607
136.8125,36.7083,8°30′,553606
136.6875,36.7083,8°20′,553605
131.8125,37.2083,8°50′,553166
140.6875,36.625,7°40′,544075
140.5625,36.625,7°40′,544074
140.4375,36.625,7°40′,544073
140.3125,36.625,7°50′,544072
140.1875,36.625,8° 0′,544071
140.0625,36.625,8° 0′,544070
140.6875,36.5417,7°40′,544065
140.5625,36.5417,7°40′,544064
140.4375,36.5417,7°40′,544063
140.3125,36.5417,7°50′,544062
140.1875,36.5417,8° 0′,544061
140.0625,36.5417,8° 0′,544060
140.6875,36.4583,7°30′,544055
140.5625,36.4583,7°30′,544054
140.4375,36.4583,7°40′,544053
140.3125,36.4583,7°50′,544052
140.1875,36.4583,8° 0′,544051
140.0625,36.4583,8° 0′,544050
140.6875,36.375,7°30′,544045
140.5625,36.375,7°30′,544044
140.4375,36.375,7°30′,544043
140.3125,36.375,7°40′,544042
140.1875,36.375,7°50′,544041
140.0625,36.375,8° 0′,544040
140.5625,36.2917,7°30′,544034
140.4375,36.2917,7°30′,544033
140.3125,36.2917,7°40′,544032
140.1875,36.2917,7°50′,544031
140.0625,36.2917,7°50′,544030
140.5625,36.2083,7°30′,544024
140.4375,36.2083,7°30′,544023
140.3125,36.2083,7°30′,544022
140.1875,36.2083,7°40′,544021
140.0625,36.2083,7°50′,544020
140.5625,36.125,7°30′,544014
140.4375,36.125,7°30′,544013
140.3125,36.125,7°30′,544012
140.1875,36.125,7°40′,544011
140.0625,36.125,7°50′,544010
140.6875,36.0417,7°40′,544005
140.5625,36.0417,7°40′,544004
140.4375,36.0417,7°30′,544003
140.3125,36.0417,7°30′,544002
140.1875,36.0417,7°40′,544001
140.0625,36.0417,7°50′,544000
139.9375,36.625,8° 0′,543977
139.8125,36.625,7°50′,543976
139.6875,36.625,7°50′,543975
139.5625,36.625,7°50′,543974
139.4375,36.625,8° 0′,543973
139.3125,36.625,8°10′,543972
139.1875,36.625,8°10′,543971
139.0625,36.625,8°10′,543970
139.9375,36.5417,8° 0′,543967
139.8125,36.5417,7°50′,543966
139.6875,36.5417,7°50′,543965
139.5625,36.5417,7°40′,543964
139.4375,36.5417,7°50′,543963
139.3125,36.5417,8°20′,543962
139.1875,36.5417,8°20′,543961
139.0625,36.5417,8°10′,543960
139.9375,36.4583,7°50′,543957
139.8125,36.4583,7°40′,543956
139.6875,36.4583,7°40′,543955
139.5625,36.4583,7°40′,543954
139.4375,36.4583,8° 0′,543953
139.3125,36.4583,8°20′,543952
139.1875,36.4583,8°20′,543951
139.0625,36.4583,8°10′,543950
139.9375,36.375,7°50′,543947
139.8125,36.375,7°40′,543946
139.6875,36.375,7°40′,543945
139.5625,36.375,7°50′,543944
139.4375,36.375,8°10′,543943
139.3125,36.375,8°10′,543942
139.1875,36.375,8° 0′,543941
139.0625,36.375,7°50′,543940
139.9375,36.2917,8° 0′,543937
139.8125,36.2917,7°40′,543936
139.6875,36.2917,7°30′,543935
139.5625,36.2917,7°50′,543934
139.4375,36.2917,8° 0′,543933
139.3125,36.2917,8° 0′,543932
139.1875,36.2917,7°50′,543931
139.0625,36.2917,7°50′,543930
139.9375,36.2083,8° 0′,543927
139.8125,36.2083,7°40′,543926
139.6875,36.2083,7°30′,543925
139.5625,36.2083,7°40′,543924
139.4375,36.2083,7°50′,543923
139.3125,36.2083,7°50′,543922
139.1875,36.2083,7°50′,543921
139.0625,36.2083,7°50′,543920
139.9375,36.125,7°50′,543917
139.8125,36.125,7°40′,543916
139.6875,36.125,7°30′,543915
139.5625,36.125,7°40′,543914
139.4375,36.125,7°50′,543913
139.3125,36.125,7°50′,543912
139.1875,36.125,7°50′,543911
139.0625,36.125,8° 0′,543910
139.9375,36.0417,7°50′,543907
139.8125,36.0417,7°40′,543906
139.6875,36.0417,7°40′,543905
139.5625,36.0417,7°50′,543904
139.4375,36.0417,7°50′,543903
139.3125,36.0417,7°50′,543902
139.1875,36.0417,7°50′,543901
139.0625,36.0417,7°50′,543900
138.9375,36.625,8°10′,543877
138.8125,36.625,8°20′,543876
138.6875,36.625,8°10′,543875
138.5625,36.625,8° 0′,543874
138.4375,36.625,8° 0′,543873
138.3125,36.625,8°10′,543872
138.1875,36.625,8° 0′,543871
138.0625,36.625,7°40′,543870
138.9375,36.5417,8°10′,543867
138.8125,36.5417,8°10′,543866
138.6875,36.5417,8° 0′,543865
138.5625,36.5417,7°50′,543864
138.4375,36.5417,7°40′,543863
138.3125,36.5417,8° 0′,543862
138.1875,36.5417,8° 0′,543861
138.0625,36.5417,7°40′,543860
138.9375,36.4583,8°10′,543857
138.8125,36.4583,8°10′,543856
138.6875,36.4583,8°10′,543855
138.5625,36.4583,7°50′,543854
